#!bxdecay0 1.0.0
#@run_info_start
#@seed=314159
#@activity=2 Bq
#@nevents=20000
#@category=1
#@nuclide=Xe136
#@daughter_level=3
#@mode_bb=1
#@min_energy=2 MeV
#@max_energy=4.3 MeV
#@toallevents=1
#@run_info_stop
#
# Format of an event (time in second,  momentum in MeV/c):
#
#   #@event_start
#   event-time nuclide
#   number-of-particles
#   code1 time1 px1 py1 pz1 name
#   ...
#   codeN timeN pxN pyN pzN name
#   #@event_stop
#

#@event_start
1  0 -0.568956200300999 -0.29569004811018 0.409850262397925 gamma
1  1.80681455302949e-12 0.150356663105556 -0.796730783547198 0.115645719367513 gamma
#@event_stop

#@event_start
1.06824865849031 Xe136
4
3  0 -0.165003592445177 0.0975112740428369 0.347151109539628 electron
3  0 0.415714706050301 -1.02958670650699 0.281051323282936 electron
1  0 -0.599268815754493 0.19196591216944 -0.427956744343587 gamma
1  5.62688604260134e-12 -0.275828574191385 0.632651805355603 -0.440943636806162 gamma
#@event_stop

#@event_start
0.185581093982944 Xe136
4
3  0 -0.648381665334946 -0.254731756123655 0.474166562891427 electron
3  0 0.00764826012684044 -0.144204105534233 -0.745744503429778 electron
1  0 -0.163700139142721 -0.393827551917972 0.630256395282865 gamma
1  7.99532323000149e-12 -0.562681795414281 -0.345174813653961 -0.484772673660877 gamma
#@event_stop

#@event_start
0.0896494852614743 Xe136
4
3  0 0.258289565760517 0.0694929275183992 0.416821840813093 electron
3  0 -0.758777224620379 -0.48004368209009 -0.589334436062762 electron
1  0 0.372299047200847 -0.380621985557442 -0.543729090231204 gamma
1  5.77113555249084e-12 0.0761135834356685 -0.814731613413825 -0.0343528822762604 gamma
#@event_stop

#@event_start
0.0676451980564562 Xe136
4
3  0 0.420132924846386 -0.289076930879079 -0.250978478033065 electron
3  0 -0.464867607376159 0.141677575059289 0.891481481280027 electron
1  0 -0.238540399296587 -0.533071801418434 -0.487907708932674 gamma
1  2.6814670169277e-12 -0.817389658059254 -0.0176870775566481 -0.0481903951558951 gamma
#@event_stop

#@event_start
0.482007287542988 Xe136
4
3  0 0.0526388305208586 0.793908424570532 -0.33905825688721 electron
3  0 0.59600593409792 0.0854666188233806 -0.42420819644733 electron
1  0 0.166445419028846 0.617592160516237 -0.412306737457925 gamma
1  5.18869836469667e-12 0.658959962947263 -0.427779579296663 0.231381500490665 gamma
#@event_stop

#@event_start
0.184051671490175 Xe136
4
3  0 -1.01770710224197 0.141664086484688 -0.250891193622938 electron
3  0 -0.0329406254246394 -0.324968756593183 0.399667998728039 electron
1  0 -0.653436732689074 0.372615897435407 -0.115320550428069 gamma
1  5.15290756733936e-12 0.242800126875547 -0.573705358433165 -0.531668374171618 gamma
#@event_stop

#@event_start
0.0783937625386802 Xe136
4
3  0 0.979310612277177 0.815041823659383 -0.0370927864435593 electron
3  0 -0.0592835581306652 -0.110284359354528 0.0413774829566894 electron
1  0 -0.231659358302178 -0.707265313339397 0.158841802614888 gamma
1  8.85802122241429e-13 0.726849812258449 0.0438132006783734 0.374874317426754 gamma
#@event_stop

#@event_start
0.449809271467659 Xe136
4
3  0 -0.655557347821586 -0.0946978657834633 0.184472843403564 electron
3  0 0.184440417258426 0.812796644167502 -0.367228593894055 electron
1  0 -0.611460402582211 -0.4197322064047 0.170475954259369 gamma
1  4.11183143128295e-12 0.0697308942872635 0.774727705624811 0.256311498999194 gamma
#@event_stop

#@event_start
0.229028579696123 Xe136
4
3  0 -0.00397091450663435 -0.0103646575637339 0.0686152183120398 electron
3  0 1.09787412847451 0.177943513785022 -0.648788466310016 electron
1  0 0.0917884132243929 0.228975613991781 -0.719906976903846 gamma
1  2.48866765811125e-12 0.721806263035814 0.0469539862916599 0.384125034088637 gamma
#@event_stop

#@event_start
0.0393557359232338 Xe136
4
3  0 0.0749918670286472 0.0322259031421085 -0.1274078129678 electron
3  0 -1.20180746203493 -0.383074860163645 0.139287599379865 electron
1  0 0.0105802781650671 0.580407668097758 -0.492073161762835 gamma
1  2.65673509240195e-13 0.153910449370201 0.288038621065944 0.751070120793719 gamma
#@event_stop

#@event_start
0.252144255026727 Xe136
4
3  0 0.454242450424107 0.0215659818513178 0.341699153561157 electron
3  0 -0.518794920375246 -0.0136368706391564 -0.872265844085486 electron
1  0 0.0937583401392517 0.299451665851008 0.693295805175099 gamma
1  9.70372265962539e-14 0.296119907671465 -0.748099866637349 0.153037870534791 gamma
#@event_stop

#@event_start
0.132576287896318 Xe136
4
3  0 0.764437683368321 -0.474798827468827 0.33723491837083 electron
3  0 0.560078051436608 -0.24371154926561 -0.161521530839295 electron
1  0 0.658207130617632 0.240802462661385 0.296476891477759 gamma
1  5.81504958641618e-13 -0.149702229297787 0.672029532166666 -0.443538668482383 gamma
#@event_stop

#@event_start
0.278660020485903 Xe136
4
3  0 0.384513999051532 -0.627797285713417 0.349402543942105 electron
3  0 -0.612016776002316 -0.138862540855598 0.476450682748648 electron
1  0 0.404590887458749 0.634852691366382 0.111307115901025 gamma
1  5.18789291557078e-15 -0.454717642533426 -0.0846347383310191 -0.675891874959659 gamma
#@event_stop

#@event_start
0.461493230184242 Xe136
4
3  0 0.157213641949603 -0.892328590384788 -0.112930232643461 electron
3  0 0.231141761398682 -0.627671715297109 -0.148027364944213 electron
1  0 0.345558271360152 -0.532827977036596 -0.419290863222265 gamma
1  5.66297224414793e-13 -0.759591917805027 0.0120413094253855 0.306000204693728 gamma
#@event_stop

#@event_start
0.448735327672498 Xe136
4
3  0 0.214700495211658 0.162209048740536 0.321208341419669 electron
3  0 -0.8812503837534 0.181128154582841 -0.683721319179051 electron
1  0 -0.091609250128693 0.465219050174243 -0.595231031319633 gamma
1  8.88493771967881e-13 0.814741750862683 -0.0773173775779038 -0.0312874180092553 gamma
#@event_stop

#@event_start
0.0344188269288136 Xe136
4
3  0 -0.564368361658328 -0.787607424473116 -0.126083397207157 electron
3  0 -0.433708395637607 -0.0212056100636703 -0.433214288136973 electron
1  0 0.559011009392981 -0.0761806617629195 0.510709504660726 gamma
1  1.11754798367003e-12 -0.637578303991321 0.108162057285969 -0.502549376323578 gamma
#@event_stop

#@event_start
0.975370135552915 Xe136
4
3  0 0.0693752029800405 -0.761720251635505 -0.147236669424213 electron
3  0 -0.0776028990964283 -0.647760366591521 0.503038959880739 electron
1  0 0.393752953875282 0.0983308908744022 -0.643747347345476 gamma
1  2.13955127330344e-12 -0.0400396624567661 -0.797564239513962 -0.181794139836419 gamma
#@event_stop

#@event_start
0.242660540444846 Xe136
4
3  0 0.144014723844366 -0.938861478421286 -0.66516350742984 electron
3  0 0.110994186687433 0.347925832851266 -0.0849942620645541 electron
1  0 0.576911754585272 0.4421678170309 -0.225347396265126 gamma
1  5.73477811486262e-12 -0.695469028434215 0.431321889598156 -0.0323304506966142 gamma
#@event_stop

#@event_start
0.194660381183521 Xe136
4
3  0 0.101918285905607 0.321007067236557 -0.234128101815179 electron
3  0 0.41736018756282 -0.330365729440152 -1.00369630502471 electron
1  0 0.662650765542943 -0.371404921721359 -0.0455340207592368 gamma
1  4.85651982344215e-13 0.233072306343582 -0.673438027113858 -0.403632907048816 gamma
#@event_stop

#@event_start
0.330322240100863 Xe136
4
3  0 -0.0321401510122799 0.0347001506389047 0.453496190658278 electron
3  0 1.07206012826707 0.167122332298435 0.201642773324679 electron
1  0 0.750248727095481 -0.0213780823365681 -0.125661549756564 gamma
1  1.60760371769893e-12 -0.551933432450041 -0.411866937609713 0.443278819534515 gamma
#@event_stop

#@event_start
0.299846873169379 Xe136
4
3  0 0.255790444135403 -0.870711275551375 -0.880163602777191 electron
3  0 0.000901527838248855 0.159376246315882 0.047822094752914 electron
1  0 0.0374004184458604 -0.563835815363775 0.50971696265 gamma
1  3.4025864134421e-12 0.66591869164115 0.0224164097046364 -0.476246575524584 gamma
#@event_stop

#@event_start
0.0717491682140936 Xe136
4
3  0 -0.284506887171211 1.18428907403803 -0.137860440895144 electron
3  0 0.00963303552127583 0.165088869289129 -0.199620439093669 electron
1  0 0.00829959356544241 -0.759409116116605 -0.0484758816902272 gamma
1  2.0059144625451e-12 0.502419299496382 0.272411547910565 0.586624067063852 gamma
#@event_stop

#@event_start
0.45924549638704 Xe136
4
3  0 0.186156748722592 0.00645107098853966 0.425149034851589 electron
3  0 -0.135102551351353 0.258125603068418 -1.05815611522868 electron
1  0 -0.713674090330101 0.0815999635378607 -0.251260300768193 gamma
1  3.38764035922818e-12 0.307273085632068 -0.640944939644874 0.406858495290165 gamma
#@event_stop

#@event_start
1.67335773937496 Xe136
4
3  0 0.238607614303002 -0.368364697673063 -0.176184961092306 electron
3  0 1.0441206204967 -0.086413909551036 -0.304306605295419 electron
1  0 -0.514173237196329 0.192307491791472 -0.527033880079754 gamma
1  1.83679721690063e-12 0.0677584707085922 0.225520695046488 0.78441711209852 gamma
#@event_stop

#@event_start
0.900503625486358 Xe136
4
3  0 0.523992126566609 0.352423463318321 0.692921344486285 electron
3  0 0.128413517219757 0.0308990817266653 -0.644813476657378 electron
1  0 0.164292635178195 -0.62322798936532 -0.404618095613462 gamma
1  2.43666273334362e-12 -0.504896940724247 0.168080060987504 0.622566600730985 gamma
#@event_stop

#@event_start
0.128292459086313 Xe136
4
3  0 0.21262228526696 0.163420302630413 0.131572919187002 electron
3  0 -0.392003609467372 0.592109368894172 0.973836158658155 electron
1  0 0.621432314264724 0.401861072165913 -0.177343050231047 gamma
1  3.05515363756341e-13 0.000591941000787291 -0.254326655748442 -0.778510502036848 gamma
#@event_stop

#@event_start
0.23018833526897 Xe136
4
3  0 0.381920748038411 0.943683640172517 0.371235852603692 electron
3  0 -0.353250109175022 0.316311089256164 -0.0903832344196448 electron
1  0 -0.223620213053732 0.615602573849216 0.387489962946169 gamma
1  3.58876607082077e-13 -0.612851915567284 -0.352419439223023 -0.413490106826318 gamma
#@event_stop

#@event_start
0.0682514603432729 Xe136
4
3  0 -0.126523000478088 -0.166637468647009 0.0650558027273162 electron
3  0 0.157446736479477 -1.23217548975398 0.0698021929596185 electron
1  0 0.531285207554147 0.521232398061903 -0.15866258363201 gamma
1  7.30011382375966e-12 -0.34968807098371 -0.664563979112316 0.326854662928491 gamma
#@event_stop

#@event_start
0.954325501955389 Xe136
4
3  0 -0.0687685984406124 -0.107730303270021 -0.530717721698933 electron
3  0 -0.442410404174963 0.90927361163568 0.215353153279112 electron
1  0 -0.042648745437453 0.548874052145369 -0.525394479790313 gamma
1  1.95446777408057e-12 -0.47626285245241 0.538569393183878 -0.392272487053888 gamma
#@event_stop

#@event_start
0.0164962714271048 Xe136
4
3  0 -0.339335468599089 0.430721781926121 -0.614383479389278 electron
3  0 -0.528367261809644 -0.563457173504147 -0.1027615650014 electron
1  0 -0.0918771700669831 0.340535438375151 0.674325737927247 gamma
1  6.54121974121705e-12 0.113035680313628 0.453279369937351 0.672697367146054 gamma
#@event_stop

#@event_start
0.575024351176334 Xe136
4
3  0 0.0269311429205988 -0.787288579991918 0.0726293165717465 electron
3  0 -0.110103598164453 -0.207859211552528 -0.776953753221196 electron
1  0 -0.697671332974526 0.158560545765192 0.259295708549512 gamma
1  6.14637655347185e-12 0.541960004915562 0.612398143436652 0.0448203858446738 gamma
#@event_stop

#@event_start
0.044723294339943 Xe136
4
3  0 0.43325124632513 0.595201354256152 0.587673376541546 electron
3  0 -0.599912997251141 0.00197629814370207 -0.258428186250332 electron
1  0 -0.747446235488763 0.126534053651897 0.066590226911277 gamma
1  4.38612266510969e-13 0.604123350161094 0.45413156131869 0.315532094729499 gamma
#@event_stop

#@event_start
0.06616150259509 Xe136
4
3  0 -0.894209955290449 0.279501223289433 -0.45213609648007 electron
3  0 -0.163493608870277 0.0794954317898277 0.506352118952211 electron
1  0 -0.186499812435493 0.553018307657788 0.488374417180959 gamma
1  7.23081116190813e-13 -0.103203501388424 -0.46839248879774 0.66386633725399 gamma
#@event_stop

#@event_start
0.998158722687558 Xe136
4
3  0 -0.386972218253497 0.285045102528409 -0.76817896313625 electron
3  0 -0.524252266663457 -0.451386352322628 0.0331189397618255 electron
1  0 -0.349109935983476 0.0250787849876921 -0.675732422739322 gamma
1  1.15875729326546e-12 -0.73507282647118 0.0908236273578868 0.349542570364793 gamma
#@event_stop

#@event_start
0.320113081003927 Xe136
4
3  0 -0.861472300245291 -0.191909615886657 -0.473913553044187 electron
3  0 -0.275039752118455 0.500100386900938 0.12633033470582 electron
1  0 -0.718448950556196 -0.0258354808534018 0.249568895044582 gamma
1  6.86456150624341e-13 -0.611905212673856 0.520040831878779 -0.160905387981228 gamma
#@event_stop

#@event_start
0.509831055750259 Xe136
4
3  0 -0.766018597383635 -0.187599360540496 -0.336260796362451 electron
3  0 -0.16561744833534 -0.443300302024998 -0.574623050129537 electron
1  0 0.124425579523516 -0.567908193049908 0.491039264648995 gamma
1  2.08775061847545e-12 -0.551808386817492 -0.377050846358841 0.473393244034976 gamma
#@event_stop

#@event_start
0.508144328359492 Xe136
4
3  0 0.241730384355897 -0.636276249211175 -0.597066188872166 electron
3  0 0.143573087069658 0.675005011494446 -0.0673904120724494 electron
1  0 -0.355403584777251 -0.217440361302386 0.636811574332759 gamma
1  3.08156183625139e-12 0.343171420247716 -0.247683050671301 0.701175785902026 gamma
#@event_stop

#@event_start
0.761865643617414 Xe136
4
3  0 -0.43353017060373 -0.524989217836549 -0.57094289619499 electron
3  0 -0.616255551929933 -0.160671663108944 -0.317235316848664 electron
1  0 0.753088554823764 0.0821874415318656 -0.0722762274050139 gamma
1  5.95103123988933e-12 0.43457627790822 0.622441666559521 -0.307361074975417 gamma
#@event_stop

#@event_start
0.351112039735952 Xe136
4
3  0 0.195750698632122 -0.328758983411868 -0.187480567305012 electron
3  0 -0.313434357825772 -0.149161194096296 -1.07016575140583 electron
1  0 -0.200852072135751 0.2022452074664 -0.705603515563555 gamma
1  2.05012327574512e-12 -0.497898561801665 0.144118175501158 -0.634104071620779 gamma
#@event_stop

#@event_start
0.232387582064112 Xe136
4
3  0 0.265697842832964 0.20152463663761 -0.598281036598677 electron
3  0 0.652267468961343 -0.420135713479842 0.481613946595823 electron
1  0 -0.530622740645188 0.248045497738008 0.48583324110449 gamma
1  1.55857074129799e-12 -0.317623806259509 -0.68383968794061 -0.319748962304041 gamma
#@event_stop

#@event_start
0.891747500159425 Xe136
4
3  0 -0.162049808867269 -0.0956295959699282 -0.0684959248921846 electron
3  0 0.502844438162805 -0.405987656838214 1.07217249760312 electron
1  0 0.229424223299972 -0.724857766142433 0.0326610567221393 gamma
1  4.9046002837027e-13 -0.387098176790809 0.669040138728102 -0.270742117698583 gamma
#@event_stop

#@event_start
0.268604999076028 Xe136
4
3  0 -0.777118973616612 0.33635129124622 0.842779824789278 electron
3  0 0.156062129269352 -0.221826507570914 0.16503394513407 electron
1  0 -0.612940075163773 0.0704805361834128 -0.445486204362746 gamma
1  1.46044000926417e-11 -0.165110103998203 -0.238894355153288 0.765786615600976 gamma
#@event_stop

#@event_start
0.0543904131902613 Xe136
4
3  0 -0.0766995956667837 -0.434061630312498 -0.477389632452905 electron
3  0 0.58496928379991 0.728237514929723 0.143641860222681 electron
1  0 0.493926326341374 -0.559508275008762 0.148688514498042 gamma
1  7.10110651822509e-13 0.701128666262521 -0.306002551271244 -0.292475694649023 gamma
#@event_stop

#@event_start
0.100318376088552 Xe136
4
3  0 -0.343320722274728 0.499223501237738 0.335584153405643 electron
3  0 -0.0997113212732359 -0.628176163508466 -0.645384911258078 electron
1  0 0.135814405699193 0.516454098578859 -0.542172123283439 gamma
1  4.2100592525936e-13 -0.787425541642723 -0.11642831294664 0.192786058399106 gamma
#@event_stop

#@event_start
1.00293989487386 Xe136
4
3  0 0.093243057373498 -0.492644289284695 0.118653344901962 electron
3  0 -0.132346562424879 0.0226574201280208 1.0498839447311 electron
1  0 0.154075970657099 -0.635339466484817 0.389519393089562 gamma
1  7.68524359336778e-12 0.153961556303696 -0.804284552398292 -0.0135350638721287 gamma
#@event_stop

#@event_start
1.55480642055739 Xe136
4
3  0 -0.062774225855311 0.42291301509933 0.358531654508973 electron
3  0 0.27907277466106 -0.878293332192933 -0.446340492822118 electron
1  0 0.551123039954239 -0.071396538604998 -0.519891266619111 gamma
1  5.71966172799749e-12 -0.11078688343855 0.798983949677407 0.141816482172785 gamma
#@event_stop

#@event_start
0.3637383952277 Xe136
4
3  0 0.387873311620651 -0.239335584112753 0.413753379329037 electron
3  0 0.732188838049109 0.200860901806773 0.612027269779352 electron
1  0 -0.561970232264994 -0.261202204918422 0.441682992873604 gamma
1  3.05108678938865e-12 -0.0622925928723466 0.756501629315503 -0.307548236405655 gamma
#@event_stop

#@event_start
0.0854139970361884 Xe136
4
3  0 0.274014224036629 0.069452911778931 0.755382061239885 electron
3  0 -0.0606152011354341 -0.733959121288867 -0.303008197842314 electron
1  0 0.569163305377127 -0.334106111034271 -0.378876283741458 gamma
